Gmt time,Open,High,Low,Close,Volume
16.03.2017 00:00:00.000,1.32954,1.32965,1.32827,1.32915,6151049804.6875
16.03.2017 01:00:00.000,1.32914,1.33041,1.32850,1.33028,4317089843.75
16.03.2017 02:00:00.000,1.33026,1.33077,1.32968,1.32988,3679969970.7031
16.03.2017 03:00:00.000,1.32988,1.33125,1.32979,1.33078,4177330078.125
16.03.2017 04:00:00.000,1.33078,1.33106,1.33045,1.33102,3826610107.4219
16.03.2017 05:00:00.000,1.33102,1.33103,1.32963,1.33024,3782169921.875
16.03.2017 06:00:00.000,1.33025,1.33051,1.32909,1.33027,4678350097.6563
16.03.2017 07:00:00.000,1.33018,1.33025,1.32763,1.32984,9422519531.25
16.03.2017 08:00:00.000,1.32985,1.33161,1.32976,1.33145,8858339843.75
16.03.2017 09:00:00.000,1.33145,1.33213,1.33110,1.33161,8730839843.75
16.03.2017 10:00:00.000,1.33161,1.33167,1.32945,1.33068,9176459960.9375
16.03.2017 11:00:00.000,1.33068,1.33208,1.33039,1.33090,8901910156.25
16.03.2017 12:00:00.000,1.33087,1.33168,1.32969,1.33039,11417419921.875
16.03.2017 13:00:00.000,1.33039,1.33168,1.32914,1.32932,11066570312.5
16.03.2017 14:00:00.000,1.32930,1.33109,1.32888,1.33033,9862780273.4375
16.03.2017 15:00:00.000,1.33032,1.33273,1.33020,1.33162,8818320312.5
16.03.2017 16:00:00.000,1.33163,1.33289,1.33113,1.33122,7964240234.375
16.03.2017 17:00:00.000,1.33122,1.33293,1.33109,1.33284,7448290039.0625
16.03.2017 18:00:00.000,1.33286,1.33394,1.33232,1.33331,6578299804.6875
16.03.2017 19:00:00.000,1.33325,1.33526,1.33318,1.33452,7192330078.125
16.03.2017 20:00:00.000,1.33451,1.33457,1.33165,1.33195,5535220214.8438
16.03.2017 21:00:00.000,1.33193,1.33226,1.33080,1.33136,1469489990.2344
16.03.2017 22:00:00.000,1.33141,1.33227,1.33139,1.33222,2448699951.1719
16.03.2017 23:00:00.000,1.33222,1.33254,1.33211,1.33211,1344489990.2344
17.03.2017 00:00:00.000,1.33211,1.33249,1.33175,1.33191,2616590087.8906
17.03.2017 01:00:00.000,1.33184,1.33253,1.33171,1.33219,2370080078.125
17.03.2017 02:00:00.000,1.33219,1.33230,1.33173,1.33173,2058110107.4219
17.03.2017 03:00:00.000,1.33173,1.33217,1.33152,1.33156,1972300048.8281
17.03.2017 04:00:00.000,1.33158,1.33197,1.33132,1.33186,1988619995.1172
17.03.2017 05:00:00.000,1.33186,1.33241,1.33148,1.33240,2180379882.8125
17.03.2017 06:00:00.000,1.33241,1.33252,1.33115,1.33180,2761219970.7031
17.03.2017 07:00:00.000,1.33178,1.33431,1.33149,1.33428,6642549804.6875
17.03.2017 08:00:00.000,1.33430,1.33461,1.33292,1.33305,6271450195.3125
17.03.2017 09:00:00.000,1.33309,1.33352,1.33217,1.33235,7143759765.625
17.03.2017 10:00:00.000,1.33233,1.33341,1.33188,1.33327,7470680175.7813
17.03.2017 11:00:00.000,1.33327,1.33442,1.33243,1.33323,9179650390.625
17.03.2017 12:00:00.000,1.33322,1.33404,1.33158,1.33215,8239740234.375
17.03.2017 13:00:00.000,1.33213,1.33232,1.33053,1.33097,9870339843.75
17.03.2017 14:00:00.000,1.33094,1.33447,1.33039,1.33415,10634320312.5
17.03.2017 15:00:00.000,1.33416,1.33773,1.33409,1.33668,11513849609.375
17.03.2017 16:00:00.000,1.33669,1.33705,1.33445,1.33486,7289959960.9375
17.03.2017 17:00:00.000,1.33486,1.33537,1.33253,1.33332,8151180175.7813
17.03.2017 18:00:00.000,1.33330,1.33423,1.33239,1.33401,6189399902.3438
17.03.2017 19:00:00.000,1.33404,1.33429,1.33351,1.33379,5622959960.9375
17.03.2017 20:00:00.000,1.33385,1.33491,1.33315,1.33458,3683370117.1875
17.03.2017 21:00:00.000,1.33458,1.33458,1.33458,1.33458,0
17.03.2017 22:00:00.000,1.33458,1.33458,1.33458,1.33458,0
17.03.2017 23:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 00:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 01:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 02:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 03:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 04:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 05:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 06:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 07:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 08:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 09:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 10:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 11:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 12:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 13:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 14:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 15:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 16:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 17:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 18:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 19:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 20:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 21:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 22:00:00.000,1.33458,1.33458,1.33458,1.33458,0
18.03.2017 23:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 00:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 01:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 02:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 03:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 04:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 05:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 06:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 07:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 08:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 09:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 10:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 11:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 12:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 13:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 14:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 15:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 16:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 17:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 18:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 19:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 20:00:00.000,1.33458,1.33458,1.33458,1.33458,0
19.03.2017 21:00:00.000,1.33409,1.33538,1.33368,1.33368,934090026.8555
19.03.2017 22:00:00.000,1.33368,1.33507,1.33260,1.33330,1930160034.1797
19.03.2017 23:00:00.000,1.33330,1.33369,1.33320,1.33342,1462780029.2969
20.03.2017 00:00:00.000,1.33341,1.33419,1.33303,1.33382,2114409912.1094
20.03.2017 01:00:00.000,1.33382,1.33392,1.33202,1.33241,2692580078.125
20.03.2017 02:00:00.000,1.33241,1.33282,1.33209,1.33223,2525479980.4688
20.03.2017 03:00:00.000,1.33225,1.33243,1.33206,1.33228,2044979980.4688
20.03.2017 04:00:00.000,1.33229,1.33229,1.33170,1.33186,3262139892.5781
20.03.2017 05:00:00.000,1.33187,1.33213,1.33117,1.33183,2782520019.5313
20.03.2017 06:00:00.000,1.33182,1.33271,1.33163,1.33181,3675229980.4688
20.03.2017 07:00:00.000,1.33182,1.33357,1.33036,1.33331,6882200195.3125
20.03.2017 08:00:00.000,1.33332,1.33430,1.33302,1.33411,7017779785.1563
20.03.2017 09:00:00.000,1.33411,1.33538,1.33400,1.33512,6234339843.75
20.03.2017 10:00:00.000,1.33512,1.33531,1.33411,1.33425,5370620117.1875
20.03.2017 11:00:00.000,1.33424,1.33537,1.33397,1.33535,5788910156.25
20.03.2017 12:00:00.000,1.33536,1.33685,1.33511,1.33656,8576889648.4375
20.03.2017 13:00:00.000,1.33659,1.33710,1.33479,1.33660,8849790039.0625
20.03.2017 14:00:00.000,1.33662,1.33708,1.33387,1.33544,12220440429.6875
20.03.2017 15:00:00.000,1.33543,1.33725,1.33493,1.33578,10761070312.5
20.03.2017 16:00:00.000,1.33579,1.33630,1.33487,1.33607,9244389648.4375
20.03.2017 17:00:00.000,1.33609,1.33612,1.33434,1.33546,6914649902.3438
20.03.2017 18:00:00.000,1.33544,1.33655,1.33518,1.33610,5918270019.5313
20.03.2017 19:00:00.000,1.33618,1.33620,1.33486,1.33541,4966270019.5313
20.03.2017 20:00:00.000,1.33542,1.33580,1.33491,1.33491,3974290039.0625
20.03.2017 21:00:00.000,1.33491,1.33561,1.33488,1.33545,664900024.4141
20.03.2017 22:00:00.000,1.33546,1.33546,1.33391,1.33404,1858130004.8828
20.03.2017 23:00:00.000,1.33406,1.33498,1.33362,1.33385,1925489990.2344
21.03.2017 00:00:00.000,1.33386,1.33390,1.33244,1.33266,4554890136.7188
21.03.2017 01:00:00.000,1.33264,1.33370,1.33231,1.33364,4002840087.8906
21.03.2017 02:00:00.000,1.33364,1.33520,1.33354,1.33503,3080260009.7656
